what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348534228376
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348534264051
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348534274352
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348540934577
activated,view,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui.ServersView",1348540934586
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348540948984
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348546376222
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1348546377707
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348546384120
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348546475522
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348546496700
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348546718377
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348546905473
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348546946411
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.selectAll",1348546947986
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1348546948370
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348546987926
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348547082203
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1348547082409
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.selectAll",1348547086135
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1348547086573
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1348547092431
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1348547093190
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.selectAll",1348547093952
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1348547094872
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1348547096009
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.selectAll",1348547097024
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1348547100110
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348547106496
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348547119046
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1348547119627
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1348547128633
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1348547131862
