[LEVEL]
01-지하 1층(FL-7500)
279.916259765625 230.150924682617 9.35039329528809
279.916259765625 230.150924682617 -24.6062984466553
281.176239013672 230.430206298828 9.35039329528809
0.216413561724351 -0.976301782391992 0
281.176239013672 230.430206298828 9.35039329528809
279.916259765625 230.150924682617 -24.6062984466553
309.942260742188 236.806686401367 6.88976383209229
0.216413561724351 -0.976301782391992 0
336.207580566406 242.628829956055 -24.6062984466553
336.207580566406 242.628829956055 5.05796146392822
314.746887207031 237.871704101563 6.88976383209229
0.216413561724351 -0.976301782391992 0
314.746887207031 237.871704101563 6.88976383209229
309.942260742188 236.806686401367 6.88976383209229
336.207580566406 242.628829956055 -24.6062984466553
0.216413561724351 -0.976301782391992 0
336.207580566406 242.628829956055 -24.6062984466553
309.942260742188 236.806686401367 6.88976383209229
279.916259765625 230.150924682617 -24.6062984466553
0.216413561724351 -0.976301782391992 0
335.923583984375 243.910064697266 -24.6062984466553
314.462890625 239.152938842773 6.88976383209229
335.923583984375 243.910064697266 5.05796146392822
-0.216413561724351 0.976301782391992 0
314.462890625 239.152938842773 6.88976383209229
335.923583984375 243.910064697266 -24.6062984466553
309.658233642578 238.087921142578 6.88976383209229
-0.216413561724351 0.976301782391992 0
309.658233642578 238.087921142578 6.88976383209229
279.772552490234 231.463256835938 -24.6062984466553
280.892242431641 231.711441040039 9.35039329528809
-0.216413561724351 0.976301782391992 0
279.772552490234 231.463256835938 -24.6062984466553
309.658233642578 238.087921142578 6.88976383209229
335.923583984375 243.910064697266 -24.6062984466553
-0.216413561724351 0.976301782391992 0
279.772552490234 231.463256835938 9.35039329528809
280.892242431641 231.711441040039 9.35039329528809
279.772552490234 231.463256835938 -24.6062984466553
-0.216413561724351 0.976301782391992 0
279.916259765625 230.150924682617 9.35039329528809
279.772552490234 231.463256835938 9.35039329528809
279.772552490234 231.463256835938 -24.6062984466553
-0.994057790672151 -0.108853611809636 0
279.772552490234 231.463256835938 -24.6062984466553
279.916259765625 230.150924682617 -24.6062984466553
279.916259765625 230.150924682617 9.35039329528809
-0.994057790672151 -0.108853611809636 0
336.207580566406 242.628829956055 -24.6062984466553
335.923583984375 243.910064697266 -24.6062984466553
335.923583984375 243.910064697266 5.05796146392822
0.976301782383576 0.216413561762319 0
335.923583984375 243.910064697266 5.05796146392822
336.207580566406 242.628829956055 5.05796146392822
336.207580566406 242.628829956055 -24.6062984466553
0.976301782383576 0.216413561762319 0
279.916259765625 230.150924682617 -24.6062984466553
279.772552490234 231.463256835938 -24.6062984466553
335.923583984375 243.910064697266 -24.6062984466553
0 0 -1
335.923583984375 243.910064697266 -24.6062984466553
336.207580566406 242.628829956055 -24.6062984466553
279.916259765625 230.150924682617 -24.6062984466553
0 0 -1
336.207580566406 242.628829956055 5.05796146392822
335.923583984375 243.910064697266 5.05796146392822
314.462890625 239.152938842773 6.88976383209229
0.0810774499991427 0.0179721680798862 0.996545758245022
314.462890625 239.152938842773 6.88976383209229
314.746887207031 237.871704101563 6.88976383209229
336.207580566406 242.628829956055 5.05796146392822
0.0810774499991427 0.0179721680798862 0.996545758245022
314.746887207031 237.871704101563 6.88976383209229
314.462890625 239.152938842773 6.88976383209229
309.658233642578 238.087921142578 6.88976383209229
-3.17161532557569E-15 -7.03041397041864E-16 1
309.658233642578 238.087921142578 6.88976383209229
309.942260742188 236.806686401367 6.88976383209229
314.746887207031 237.871704101563 6.88976383209229
-3.17161532557569E-15 -7.03041397041864E-16 1
309.942260742188 236.806686401367 6.88976383209229
309.658233642578 238.087921142578 6.88976383209229
280.892242431641 231.711441040039 9.35039329528809
0.0812504067879957 0.0180105068347416 0.996530979468446
280.892242431641 231.711441040039 9.35039329528809
281.176239013672 230.430206298828 9.35039329528809
309.942260742188 236.806686401367 6.88976383209229
0.0812504067879957 0.0180105068347416 0.996530979468446
281.176239013672 230.430206298828 9.35039329528809
280.892242431641 231.711441040039 9.35039329528809
279.772552490234 231.463256835938 9.35039329528809
-5.40754499354408E-14 -1.19867247335173E-14 1
279.772552490234 231.463256835938 9.35039329528809
279.916259765625 230.150924682617 9.35039329528809
281.176239013672 230.430206298828 9.35039329528809
-5.40754499354408E-14 -1.19867247335173E-14 1
171.897659301758 168.143051147461 -24.6062984466553
171.897659301758 168.143051147461 10.9908132553101
171.897659301758 231.463256835938 10.9908132553101
-1 0 0
171.897659301758 231.463256835938 10.9908132553101
171.897659301758 231.463256835938 -24.6062984466553
171.897659301758 168.143051147461 -24.6062984466553
-1 0 0
173.210006713867 168.143051147461 10.9908132553101
173.210006713867 168.143051147461 -24.6062984466553
173.210006713867 230.150924682617 -24.6062984466553
1 0 0
173.210006713867 168.143051147461 10.9908132553101
173.210006713867 230.150924682617 -24.6062984466553
173.210006713867 230.150924682617 10.9908132553101
1 0 0
173.210006713867 230.150924682617 10.9908132553101
173.210006713867 231.463256835938 -24.6062984466553
173.210006713867 231.463256835938 10.9908132553101
1 0 0
173.210006713867 231.463256835938 -24.6062984466553
173.210006713867 230.150924682617 10.9908132553101
173.210006713867 230.150924682617 -24.6062984466553
1 0 0
171.897659301758 231.463256835938 10.9908132553101
173.210006713867 231.463256835938 10.9908132553101
173.210006713867 231.463256835938 -24.6062984466553
0 1 0
173.210006713867 231.463256835938 -24.6062984466553
171.897659301758 231.463256835938 -24.6062984466553
171.897659301758 231.463256835938 10.9908132553101
0 1 0
171.897659301758 168.143051147461 -24.6062984466553
171.897659301758 231.463256835938 -24.6062984466553
173.210006713867 230.150924682617 -24.6062984466553
0 0 -1
173.210006713867 231.463256835938 -24.6062984466553
173.210006713867 230.150924682617 -24.6062984466553
171.897659301758 231.463256835938 -24.6062984466553
0 0 -1
173.210006713867 230.150924682617 -24.6062984466553
173.210006713867 168.143051147461 -24.6062984466553
171.897659301758 168.143051147461 -24.6062984466553
0 0 -1
171.897659301758 231.463256835938 10.9908132553101
171.897659301758 168.143051147461 10.9908132553101
173.210006713867 230.150924682617 10.9908132553101
0 0 1
173.210006713867 168.143051147461 10.9908132553101
173.210006713867 230.150924682617 10.9908132553101
171.897659301758 168.143051147461 10.9908132553101
0 0 1
173.210006713867 230.150924682617 10.9908132553101
173.210006713867 231.463256835938 10.9908132553101
171.897659301758 231.463256835938 10.9908132553101
0 0 1
171.897659301758 168.143051147461 -24.6062984466553
173.210006713867 168.143051147461 -24.6062984466553
173.210006713867 168.143051147461 10.9908132553101
0 -1 0
173.210006713867 168.143051147461 10.9908132553101
171.897659301758 168.143051147461 10.9908132553101
171.897659301758 168.143051147461 -24.6062984466553
0 -1 0
173.210006713867 230.150924682617 10.9908132553101
173.210006713867 230.150924682617 -24.6062984466553
238.006591796875 230.150924682617 10.9908132553101
0 -1 0
238.006591796875 230.150924682617 10.9908132553101
173.210006713867 230.150924682617 -24.6062984466553
279.916259765625 230.150924682617 -24.6062984466553
0 -1 0
251.129943847656 230.150924682617 9.35039329528809
279.916259765625 230.150924682617 -24.6062984466553
279.916259765625 230.150924682617 9.35039329528809
0 -1 0
279.916259765625 230.150924682617 -24.6062984466553
251.129943847656 230.150924682617 9.35039329528809
238.006591796875 230.150924682617 10.9908132553101
0 -1 0
279.772552490234 231.463256835938 -24.6062984466553
251.129943847656 231.463256835938 9.35039329528809
279.772552490234 231.463256835938 9.35039329528809
0 1 0
251.129943847656 231.463256835938 9.35039329528809
279.772552490234 231.463256835938 -24.6062984466553
238.006591796875 231.463256835938 10.9908132553101
0 1 0
238.006591796875 231.463256835938 10.9908132553101
173.210006713867 231.463256835938 -24.6062984466553
175.834671020508 231.463256835938 10.9908132553101
0 1 0
173.210006713867 231.463256835938 -24.6062984466553
238.006591796875 231.463256835938 10.9908132553101
279.772552490234 231.463256835938 -24.6062984466553
0 1 0
173.210006713867 231.463256835938 10.9908132553101
175.834671020508 231.463256835938 10.9908132553101
